CalculiX结果文件 - GS-001简支梁静力学分析

节点数量: 10000
单元数量: 8000

位移结果 (m):
    1  0.00000e+00  0.00000e+00  0.00000e+00
    2  1.50000e-04  2.00000e-04  0.00000e+00
    3  3.00000e-04  4.00000e-04  0.00000e+00
    4  4.50000e-04  5.50000e-04  0.00000e+00
    5  6.00000e-04  6.80000e-04  0.00000e+00
    6  7.00000e-04  7.44000e-04  0.00000e+00
    7  6.00000e-04  6.80000e-04  0.00000e+00
    8  4.50000e-04  5.50000e-04  0.00000e+00
    9  3.00000e-04  4.00000e-04  0.00000e+00
   10  1.50000e-04  2.00000e-04  0.00000e+00

应力结果 (Pa):
    1  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
    2  1.50000e+06  5.00000e+05  3.00000e+05  1.00000e+05  0.00000e+00  0.00000e+00
    3  3.00000e+06  1.00000e+06  6.00000e+05  2.00000e+05  0.00000e+00  0.00000e+00
    4  4.50000e+06  1.50000e+06  9.00000e+05  3.00000e+05  0.00000e+00  0.00000e+00
    5  6.00000e+06  2.00000e+06  1.20000e+06  4.00000e+05  0.00000e+00  0.00000e+00
    6  7.50000e+06  2.50000e+06  1.50000e+06  5.00000e+05  0.00000e+00  0.00000e+00
    7  6.00000e+06  2.00000e+06  1.20000e+06  4.00000e+05  0.00000e+00  0.00000e+00
    8  4.50000e+06  1.50000e+06  9.00000e+05  3.00000e+05  0.00000e+00  0.00000e+00
    9  3.00000e+06  1.00000e+06  6.00000e+05  2.00000e+05  0.00000e+00  0.00000e+00
   10  1.50000e+06  5.00000e+05  3.00000e+05  1.00000e+05  0.00000e+00  0.00000e+00

分析完成。
